用户名,用户组,用户ID,完成时间
sjl9280,后起之秀,187088,2014-05-03 23:08:32
yanglele1990918,世外高人,203415,2014-05-03 01:13:39
DRAGEN1987,江湖侠隐,53168,2014-05-02 18:59:50
wmc10,后起之秀,226296,2014-05-01 10:26:45
feizhentian,风尘奇侠,171381,2014-04-30 20:12:16
Angelqiu,无双隐士,90444,2014-04-30 18:53:20
lijinkai,江湖侠隐,157436,2014-04-30 18:36:57
yyhyyahao275,无双隐士,139163,2014-04-30 15:57:28
moremore,无双隐士,223887,2014-04-30 14:37:10
no47,世外高人,191606,2014-04-30 13:16:48
Passera,江湖侠隐,177331,2014-04-30 11:28:45
yxb520166,江湖小虾,78676,2014-04-30 08:26:15
piaoliumengjing,世外高人,163964,2014-04-30 07:54:41
haoxiaodong,无双隐士,183369,2014-04-30 07:21:21
Tristin,离任资源组,85211,2014-04-30 07:21:18
