用户名,用户组,用户ID,完成时间
w326251405,世外高人,145393,2013-03-12 21:08:38
hellokitty,世外高人,97167,2013-03-10 16:37:31
toutub,江湖侠隐,88489,2013-03-10 15:43:49
lzcc1130016346,风尘奇侠,177496,2013-03-10 15:04:15
luo5032,江湖侠隐,206236,2013-03-10 11:34:45
sanctury,无双隐士,209957,2013-03-10 11:27:50
luoyangkeji,无双隐士,192265,2013-03-10 11:26:27
chengh09,江湖小虾,207789,2013-03-10 11:26:24
ycs1208,风尘奇侠,169414,2013-03-10 11:26:20
