用户名,用户组,用户ID,完成时间
faithhidy,江湖侠隐,30846,2014-01-10 19:00:18
dcjjchj,风尘奇侠,135251,2014-01-09 19:00:46
hai54321,无双隐士,184127,2014-01-08 23:29:43
sjl9280,后起之秀,187088,2014-01-08 20:37:49
m7hao,无双隐士,216421,2014-01-08 00:48:11
w11766,风尘奇侠,214506,2014-01-08 00:39:44
YANGZHONGBAO,无双隐士,213126,2014-01-08 00:39:43
ajogajog,江湖侠隐,131574,2014-01-07 23:47:46
jccg111239,世外高人,118217,2014-01-07 21:50:39
liubin11281096,无双隐士,175954,2014-01-07 20:05:05
yanxihui,无敌圣者,91720,2014-01-07 20:04:55
yiziwuying,江湖侠隐,201831,2014-01-07 18:44:45
bigwangwei,风尘奇侠,155972,2014-01-07 18:06:54
Derek,武林高手,93210,2014-01-07 18:04:52
