用户名,用户组,用户ID,完成时间
kebiyu,武林高手,233579,2016-12-01 19:49:09
huangzeyuan,世外高人,87875,2016-12-01 18:57:49
taylorfire,世外高人,237395,2016-12-01 10:10:55
leeto316,无敌圣者,134034,2016-12-01 01:22:48
