用户名,用户组,用户ID,完成时间
mingzimeiyoule,武林高手,239158,2018-12-18 20:41:49
s451391608,后起之秀,248900,2018-11-03 14:29:18
jootsuoni,武林新丁,254916,2018-11-01 20:10:39
moxi,江湖侠隐,112363,2018-10-16 02:08:05
wjx17,江湖侠隐,246411,2018-10-13 18:29:18
