用户名,用户组,用户ID,完成时间
zhouxiaoming,风尘奇侠,126453,2012-05-09 10:18:14
xiaoxiao91520,风尘奇侠,186356,2012-05-05 17:40:50
Victor1991,风尘奇侠,164527,2012-04-27 22:47:50
xinyu451,江湖小虾,135921,2012-04-27 20:37:53
chewenkan,风尘奇侠,172101,2012-04-27 19:50:07
cgg@cg,风尘奇侠,143992,2012-04-27 19:32:38
smallwhite,离任资源组,147372,2012-04-27 16:44:08
tracykimi,武林高手,173099,2012-04-27 14:38:06
infinite051,无双隐士,170608,2012-04-27 13:16:15
lovelife,VIP用户,84152,2012-04-27 11:28:41
